index,dice,iou,precision,recall,accuracy
0,0.21683082675294835,0.12159857292626448,0.12161570002189089,0.9988431876593845,0.14343261718747813
1,0.016848174247274687,0.008495655263751576,0.008747713287874813,0.22770562770464198,0.06329345703124034
2,0.028011466317687417,0.01420468011818575,0.014255359634654597,0.7998220640498237,0.04800415039061768
3,0.25649956462243007,0.14711757990865248,0.1522595254504033,0.8133052853003652,0.17918395996091016
4,0.28580675611890155,0.16672960130901435,0.16681621408891512,0.9968955785503321,0.19187927246090822
5,0.08351258254236797,0.0435758574680098,0.04357722556236856,0.9992800575917953,0.07029724121092677
6,0.11952120057168301,0.06355891946669039,0.06355891946669039,0.9999999999975088,0.09759521484373511
7,0.06443910380648664,0.03329221205760718,0.03329221205760718,0.9999999999951877,0.0792999267578004
8,0.10128273244780246,0.053342714146364135,0.053342714146364135,0.9999999999970024,0.09663391113279776
9,0.10180664062498447,0.05363344051446083,0.05363344051446083,0.9999999999970024,0.10180664062498447
10,0.08595583368432427,0.044907967745477784,0.044927741347038905,0.9902946273795831,0.07284545898436388
11,0.05554585152837546,0.028566295364709674,0.029106340489261258,0.6062391681088172,0.0924530029296734
12,0.22073456470799674,0.12405937884797441,0.12426552462524638,0.9868045163909852,0.21847534179684167
13,0.061441381600787805,0.03169436354291095,0.031748260476140946,0.949160447756767,0.05133056640624217
14,0.053583759149280555,0.027529445153961888,0.027565084226641896,0.9551422319422586,0.05888366699217852
15,0.08947464429039137,0.0468324819783188,0.049818871246225103,0.4385991058115669,0.08602905273436187
16,0.14521481747239734,0.07829198703997965,0.07829198703997965,0.9999999999979411,0.12750244140623054
17,0.08086455937832276,0.042135931454701195,0.042140552056890976,0.9974045235409811,0.0669097900390523
18,0.1738735542467645,0.09521441116584106,0.09521441116584106,0.9999999999983676,0.11174011230467046
19,0.1435458896396144,0.07732261672320488,0.07732261672320488,0.9999999999975484,0.25729370117183575
20,0.03125193199381279,0.015874012780854485,0.015874012780854485,0.9999999999901088,0.043609619140618346
21,0.02921847978258598,0.0148258340576294,0.0148258340576294,0.999999999988726,0.10063171386717215
22,0.0324787972243587,0.016507469997548124,0.016507469997548124,0.9999999999901088,0.08090209960936266
23,0.04182307357702602,0.021358168923696155,0.021509296390809417,0.75246376811158,0.09248352050779839
24,0.02108853115564195,0.010656631935109863,0.01083670975625268,0.39072463767889437,0.0452117919921806
25,0.22255262975054227,0.1252091248807597,0.12522674673169995,0.9988773855544482,0.14628601074216518
26,0.03968093542518003,0.020242080048222436,0.020555779299231487,0.5701519213558081,0.057601928710928715
27,0.03202824928756783,0.016274750527274173,0.016333364925912815,0.8193343898508769,0.046325683593742936
28,0.28244809921808,0.16444807233452147,0.1654950158765003,0.9629561540573922,0.18780517578122136
29,0.27486189776934833,0.1593274749505238,0.15951109451845416,0.9928268337027754,0.20881652832028064
30,0.0831025773666307,0.043352647035472126,0.043352647035472126,0.9999999999963384,0.08044433593748773
31,0.12741880392649993,0.06804447475691658,0.06804447475691658,0.999999999997669,0.10343933105467172
32,0.06882249020661052,0.03563757855380867,0.03563757855380867,0.9999999999955358,0.07508850097655105
33,0.10272288498313713,0.05414226744743302,0.05414226744743302,0.9999999999970449,0.09793090820311007
34,0.10153319931589584,0.053481682839704545,0.053481682839704545,0.9999999999970449,0.08615112304686186
35,0.08383753669201405,0.0437528332265106,0.04379527780819518,0.9783292555016486,0.06655883789061484
36,0.044763782030895156,0.02289430894308571,0.02344829883257724,0.4921356169154417,0.08306884765623733
37,0.02610797247578915,0.013226646701914865,0.013230567603829808,0.9780853517764927,0.03465270996093221
38,0.1620793321852599,0.08818625037715572,0.08843764930720044,0.968771807395379,0.1239013671874811
39,0.01965847276733119,0.009926809339196133,0.009936310166009477,0.9121405750653012,0.13101196289060502
